id,Org Code,Town,School Year End Date (MM/DD):,Function,Org Type,Mass District Type:,District Title I Status:,Zip,Organization Description:,Educator Preparation Program Provider (EPPP):,State,District Operating Status:,NCES ID:,School Year Start Date (MM/DD):,Fax:,Phone:,Web Site:,Phone,Address 1,Mailing Address:,Address 2,Org Name,Grade,Fax,Email:,Contact Name,SES Provider:,RTTT Grant Program:,Inter-District School Choice:,METCO Program:,Chapter 74 Approved Programs:,Ed Prep: Mission/Vision Statement:,Ed Prep: Admission Requirements - Post-Baccalaureate:,Ed Prep: Description of Partnerships:,Ed Prep: Admission Requirements - Baccalaureate:
391,04820000,Newburyport,06/25,Charter School Leader,Charter District,Independent Public including Charters,Non-Title I District,01950,River Valley Charter School is a public charter Montessori school serving grades K through eight.,$ Not Defined,MA,Operating,2500062,9/1,978-465-0119,978-465-0065,http://www.rivervalleycharter.org,978-465-0065,2 Perry Way,"2 Perry WayNewburyport, MA, 01950",,River Valley Charter (District),"K,01,02,03,04,05,06,07,08",978-465-0119,rvcs@rivervalleycharter.org,Andrew Willemsen,$ Not Defined,No,,,,,,,
392,02500000,Mattapoisett,06/21,Superintendent,Public School District,Local School,Title I District,02739,,$ Not Defined,MA,Operating,2510140,9/1,508-758-2802,508-758-2772,http://www.oldrochester.org,508-758-2772,135 Marion Rd,"135 Marion RdMattapoisett, MA, 02739",,Rochester,"PK,K,01,02,03,04,05,06",508-758-2802,mrodgers@orr.mec.edu,Douglas White,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
393,02510000,Rockland,06/27,Superintendent,Public School District,Local School,Title I District,02370,,$ Not Defined,MA,Operating,2510170,9/1,781-982-1483,781-878-3893,http://www.rocklandschools.org,781-878-3893,34 MacKinlay Way,"34 MacKinlay WayRockland, MA, 02370 1044",,Rockland,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-982-1483,jretchless@rocklandschools.org,John Retchless,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
394,02520000,Rockport,6/18,Superintendent,Public School District,Local School,Title I District,01966,"K-12 system; campus complex: K-5,  6-8,and 9-12.",$ Not Defined,MA,Operating,2510200,9/1,978-546-1205,978-546-1200,http://www.rpk12.org,978-546-1200,24 Jerdens Lane,"24 Jerdens Lanec/o Rockport Public SchoolsRockport, MA, 01966 2196",c/o Rockport Public Schools,Rockport,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",978-546-1205,rliebow@rpk12.org,Robert Liebow,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
395,02530000,Shelburne Falls,06/20,Superintendent,Public School District,Local School,Non-Title I District,01370,,$ Not Defined,MA,Operating,2510230,9/1,413-625-0196,413-625-0192,http://www.mohawkschools.org,413-625-0192,24 Ashfield Rd,"24 Ashfield RdShelburne Falls, MA, 01370",,Rowe,"PK,K,01,02,03,04,05,06",413-625-0196,mb@mohawkschools.org,Michael Buoniconti,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
396,02540000,Byfield,6/15,Superintendent,Public School District,Local School,Non-Title I District,01922,,,MA,Non Operating,2510260,9/1,978-465-8599,978-465-2397,http://www.trsd.net,978-465-2397,112 Elm Street,"112 Elm StreetByfield, MA, 01922",,Rowley (non-op),NA,978-465-8599,cfarmer@trsd.net,Christopher Farmer,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
397,04840000,Roxbury,06/24,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02120,"Roxbury Preparatory Charter School serves Boston students, grades 5-12.  Roxbury Prep is currently a network of three middle school campuses, with a high school campus opening in 2015.  The original middle school campus in Mission Hill opened in 1999, with two new middle school campuses, each located in Dorchester, opening in 2011 and 2012.",$ Not Defined,MA,Operating,2500063,9/1,617-566-2373,617-566-2361,http://www.roxburyprep.org,617-566-2361,120 Fisher Avenue,"120 Fisher AvenueRoxbury, MA, 02120",,Roxbury Preparatory Charter (District),"05,06,07,08",617-566-2373,waustin@roxburyprep.org,Will Austin,$ Not Defined,Yes,,,,,,,
398,02550000,Athol,6/15,Superintendent,Public School District,Local School,Non-Title I District,01331,,,MA,Non Operating,2510290,9/1,978-249-2402,978-249-2400,,978-249-2400,250 South Main Street,"250 South Main StreetAthol, MA, 01331",,Royalston (non-op),NA,978-249-2402,apolito@arrsd.org,Anthony Polito,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
399,02560000,Huntington,6/15,Superintendent,Public School District,Local School,Non-Title I District,01050,,,MA,Non Operating,2510320,9/1,413-667-8739,413-685-1011,,413-685-1011,12 Littleville Road,"12 Littleville RoadHuntington, MA, 01050",,Russell (non-op),NA,413-667-8739,dhopson@grsd.org,David Hopson,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
400,02570000,Jefferson,6/15,Superintendent,Public School District,Local School,Non-Title I District,01522,,,MA,Non Operating,2510350,9/1,508-829-1680,508-829-1670,,508-829-1670,1745 Main Street,"1745 Main StreetJefferson, MA, 01522",,Rutland (non-op),NA,508-829-1680,tom_pandiscio@wrsd.net,Thomas Pandiscio,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
401,04410000,Springfield,06/17,Charter School Leader,Charter District,Independent Public including Charters,Title I District,01129,"The SABIS® International Charter School is a college preparatory school that provides top-quality education on a non selective basis to children of different races, religions, nationalities and backgrounds. It teaches these children to perform to the best of their ability, to achieve academic excellence in a global context, and prepares graduates to attend colleges and universities. The school develops and strengthens students' ethical, moral, and civic values thus molding men and women with the knowledge, skills, and social judgment they will need to face the challenges of the times. The School believes those students with a SABIS® education, especially in a multicultural setting, will be able to provide leadership throughout the world.",$ Not Defined,MA,Operating,2500028,9/1,413-783-2555,413-783-2600,http://www.sics-sabis.net,413-783-2600,160 Joan Street,"160 Joan StreetSpringfield, MA, 01129 2704",,Sabis International Charter (District),"K,01,02,03,04,05,06,07,08,09,10,11,12",413-783-2555,kreuter@sabis.net,Karen Reuter,$ Not Defined,Yes,,,,,,,
402,02580000,Salem,06/26,Superintendent,Public School District,Local School,Title I District,01970,,$ Not Defined,MA,Operating,2510380,9/1,978-740-3083,978-740-1212,http://salemk12.org,978-740-1212,29 Highland Avenue,"29 Highland AvenueSalem, MA, 01970",,Salem,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",978-740-3083,stephenrussell@salemk12.org,Stephen Russell,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Technology (470604)Culinary Arts (120500)Electricity (460302),,,,
403,04850000,Salem,06/28,Charter School Leader,Charter District,Independent Public including Charters,Title I District,01970,,$ Not Defined,MA,Operating,2500084,9/1,978-744-7246,978-744-2105,http://www.salemacademycs.org,978-744-2105,45 Congress Street,"45 Congress Streetc/o Shetland PkSalem, MA, 01970",c/o Shetland Pk,Salem Academy Charter (District),"06,07,08,09,10,11,12",978-744-7246,soneil@salemacademycs.org,Sean O'Neil,$ Not Defined,Yes,,,,,,,
404,04670000,Salem,07/25,Charter School Leader,Charter District,Independent Public including Charters,Non-Title I District,01970,Salem Community Charter School (SCCS) is a new Horace Mann charter school providing an alternative high school experience for those who have previously struggled in school. SCCS is designed to serve the needs of students who have dropped out of high school or who are at-risk of dropping out.,$ Not Defined,MA,Operating,2500532,09/01,978-825-3475,978-825-3470,,978-825-3470,1 Museum Place Mall,"1 Museum Place MallSuite 121Salem, MA, 01970",Suite 121,Salem Community Charter School (District),"09,10,11,12",978-825-3475,jessicayurwitz@salemk12.org,Jessica Yurwitz,$ Not Defined,No,,,,,,,
405,02590000,Byfield,6/15,Superintendent,Public School District,Local School,Non-Title I District,01922,,,MA,Non Operating,2510410,9/1,978-465-8599,978-465-2397,http://www.trsd.net,978-465-2397,112 Elm Street,"112 Elm StreetByfield, MA, 01922",,Salisbury (non-op),NA,978-465-8599,cfarmer@trsd.net,Christopher Farmer,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
406,02600000,Otis,6/15,Superintendent,Public School District,Local School,Non-Title I District,01253,,,MA,Non Operating,2510440,9/1,413-269-7659,413-269-4466,,413-269-4466,"555 N Main, POB 679","555 N Main, POB 679Otis, MA, 01253 0679",,Sandisfield (non-op),NA,413-269-7659,dleep@frrsd.org,Joanne Austin,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
407,02610000,East Sandwich,06/26,Superintendent,Public School District,Local School,Title I District,02537,,$ Not Defined,MA,Operating,2510470,9/1,508-888-9505,508-888-1054,http://www.sandwich.k12.ma.us,508-888-1054,260 Quaker Meetinghouse Road,"260 Quaker Meetinghouse RoadEast Sandwich, MA, 02537 2096",,Sandwich,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-888-9505,rcanfield@sandwich.k12.ma.us,Richard Canfield,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
408,02620000,Saugus,06/26,Superintendent,Public School District,Local School,Title I District,01906,,$ Not Defined,MA,Operating,2510500,9/1,781-233-9424,781-231-5000,http://www.saugus.k12.ma.us,781-231-5000,23 Main Street,"23 Main StreetSaugus, MA, 01906",,Saugus,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-233-9424,mtempesta@saugus.k12.ma.us,Michael Tempesta,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
409,02630000,Savoy,06/14,Superintendent,Public School District,Local School,Title I District,01256,,$ Not Defined,MA,Operating,2510530,9/1,413-743-1114,413-743-1992,,413-743-1992,26 Chapel Road,"26 Chapel RoadSavoy, MA, 01256",,Savoy,"PK,K,01,02,03,04,05",413-743-1114,sevenaem61@gmail.com,Jon Lev,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
410,02640000,Scituate,06/27,Superintendent,Public School District,Local School,Title I District,02066,,$ Not Defined,MA,Operating,2510560,9/1,781-545-6291,781-545-8759,http://www.scituate.k12.ma.us/,781-545-8759,606 C J Cushing Hwy,"606 C J Cushing HwyScituate, MA, 02066",,Scituate,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-545-6291,jmccarthy@scit.org,John McCarthy,$ Not Defined,No,Does Not Offer Choice,Accepts METCO Students,,,,,
411,02650000,Seekonk,06/26,Superintendent,Public School District,Local School,Title I District,02771,"The mission of the Seekonk Public Schools is to inspire all students to acquire the skills, habits, knowledge, and passion to be responsible citizens of the global community.",$ Not Defined,MA,Operating,2510590,9/1,508-399-5128,508-399-5106,http://www.seekonkschools.org,508-399-5106,25 Water Lane,"25 Water LaneSeekonk, MA, 02771",,Seekonk,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-399-5128,abosco@seekonk.k12.ma.us,Arlene Bosco,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
412,04860000,Worcester,06/18,Charter School Leader,Charter District,Independent Public including Charters,Title I District,01605,"Seven Hills Charter Public School was founded in 1996 by a group of private citizens who partnered with Edison Schools, Inc. to provide an alternative mode for public education in the city of Worcester.  The doors opened to 524 K-7 students on September 11, 1996.  Since then, the school has grown to hold 665 children in grade K-8.",$ Not Defined,MA,Operating,2500045,9/1,508-753-9679,508-799-7500,http://www.sevenhillscharter.org,508-799-7500,51 Gage Street,"51 Gage StreetWorcester, MA, 01605",,Seven Hills Charter Public (District),"K,01,02,03,04,05,06,07,08",508-753-9679,kpiazza@sevenhillscharter.org,Krista Piazza,$ Not Defined,Yes,,,,,,,
413,02660000,Sharon,06/26,Superintendent,Public School District,Local School,Title I District,02067,,$ Not Defined,MA,Operating,2510620,9/1,781-784-1573,781-784-1570,http://www.sharon.k12.ma.us,781-784-1570,75 Mountain Street,"75 Mountain StreetSharon, MA, 02067",,Sharon,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",781-784-1573,farmer@sharon.k12.ma.us,Timothy Farmer,$ Not Defined,No,Does Not Offer Choice,Accepts METCO Students,,,,,
414,08710000,Billerica,06/21,Superintendent,Public School District,Regional Vocational Tech,Title I District,01821,,$ Not Defined,MA,Operating,2510615,9/1,978-663-6272,978-667-2111,http://www.shawsheentech.org,978-667-2111,100 Cook Street,"100 Cook StreetBillerica, MA, 01821 5499",,Shawsheen Valley Regional Vocational Technical,"09,10,11,12",978-663-6272,lyons@shawsheen.tec.ma.us,Charles Lyons,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Collision Repair & Refinishing (470603)Automotive Technology (470604)Business Technology (520407)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Dental Assisting (510601)Design & Visual Communications (500401)Drafting (151301)Electricity (460302)Electronics (150303)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Heating - Ventilation  - Air Conditioning -  Refrigeration (470201)Information Support Services & Networking (110401)Machine Tool Technology (480501)Masonry & Tile Setting (460101)Medical Assisting (510801)Metal Fabrication & Joining Technologies (480599)Plumbing (460503),,,,
415,02670000,Sheffield,6/15,Superintendent,Public School District,Local School,Non-Title I District,01257,,,MA,Non Operating,2510630,9/1,413-229-2913,413-229-8778,http://sbrsd.org,413-229-8778,491 Berkshire School Road,"491 Berkshire School RoadP. O. Box 339Sheffield, MA, 01257",P. O. Box 339,Sheffield (non-op),NA,413-229-2913,msingleton@tek2000.net,David Hastings,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
416,02680000,Shelburne Falls,6/15,Superintendent,Public School District,Local School,Non-Title I District,01370,,,MA,Non Operating,2510640,9/1,413-625-0196,413-625-0192,,413-625-0192,24 Ashfield Rd,"24 Ashfield RdShelburne Falls, MA, 01370",,Shelburne (non-op),NA,413-625-0196,mbuoniconti@mtrsd.k12.ma.us,Michael Buoniconti,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
417,02690000,Dover,06/25,Superintendent,Public School District,Local School,Title I District,02030,"The Sherborn School District consists of the Pinehill School in Sherborn, MA.",$ Not Defined,MA,Operating,2510710,9/1,508-785-2239,508-785-0036,http://www.doversherborn.org,508-785-0036,157 Farm Street,"157 Farm StreetDover, MA, 02030",,Sherborn,"PK,K,01,02,03,04,05",508-785-2239,brownb@doversherborn.org,Steven Bliss,$ Not Defined,No,Does Not Offer Choice,Accepts METCO Students,,,,,
418,02700000,Shirley,6/21,Superintendent,Public School District,Local School,Non-Title I District,01464,,,MA,Non Operating,2510740,9/1,978-425-0766,978-425-2630,,978-425-2630,34 Lancaster Rd,"34 Lancaster RdShirley, MA, 01464",,Shirley (non-op),NA,978-425-0766,mreid@ayershirleyregion.org,Malcolm Reid,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
419,02710000,Shrewsbury,06/20,Superintendent,Public School District,Local School,Title I District,01545,,$ Not Defined,MA,Operating,2510770,9/1,508-841-8490,508-841-8400,http://schools.shrewsbury-ma.gov,508-841-8400,100 Maple Avenue,"100 Maple AvenueShrewsbury, MA, 01545 5398",,Shrewsbury,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-841-8490,jsawyer@shrewsbury.k12.ma.us,Joseph Sawyer,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
420,02720000,Erving,06/20,Superintendent,Public School District,Local School,Title I District,01344,,$ Not Defined,MA,Operating,2510800,9/1,413-423-3236,413-423-3337,http://www.union28.org,413-423-3337,18 Pleasant Street,"18 Pleasant StreetErving, MA, 01344",,Shutesbury,"PK,K,01,02,03,04,05,06",413-423-3236,mahler@erving.com,Robert Mahler,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
421,04770000,Haverhill,06/19,Charter School Leader,Charter District,Independent Public including Charters,Title I District,01832,,$ Not Defined,MA,Operating,2500520,9/1,978-374-3461,978-374-3448,http://www.haverhill-ps.org,978-374-3448,675 Washington Street,"675 Washington StreetHaverhill, MA, 01832",,Silver Hill Horace Mann Charter (District),"K,01,02,03,04,05",978-374-3461,mshepherd@haverhill-ps.org,Margaret Shepherd,$ Not Defined,Yes,,,,,,,
422,07600000,Kingston,06/21,Superintendent,Public School District,Regional Academic,Title I District,02364,,$ Not Defined,MA,Operating,2510830,9/1,781-585-2994,781-585-4313,http://www.slrsd.org,781-585-4313,250 Pembroke Street,"250 Pembroke StreetKingston, MA, 02364",,Silver Lake,"PK,07,08,09,10,11,12",781-585-2994,jtuffy@slrsd.org,John Tuffy,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Technology (470604)Carpentry (460201)Culinary Arts (120500)Exploratory (990100)Horticulture (010601)Metal Fabrication & Joining Technologies (480599),,,,
423,04190000,Boston,06/28,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02122,,$ Not Defined,MA,Operating,2500077,9/1,617-474-7957,617-474-7950,http://www.smithleadership.org,617-474-7950,23 Leonard Street,"23 Leonard StreetBoston, MA, 02122",,Smith Leadership Academy Charter Public (District),"06,07,08",617-474-7957,ksherwood@smithleadership.org,Karmala Sherwood,$ Not Defined,Yes,,,,,,,
424,02730000,Somerset,06/26,Superintendent,Public School District,Local School,Title I District,02726,"The district consists of 4 elementary, 1 middle, and 1 high school. All preschool programs and services are provided at the Chace Street Elementary School",$ Not Defined,MA,Operating,2510860,9/1,508-324-3104,508-324-3100,http://www.somerset.k12.ma.us,508-324-3100,580 Whetstone Hill Road,"580 Whetstone Hill RoadSomerset, MA, 02726",,Somerset,"PK,K,01,02,03,04,05,06,07,08",508-324-3104,medeirosr@somerset.k12.ma.us,Richard Medeiros,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
425,07630000,Somerset,06/26,Superintendent,Public School District,Regional Academic,Title I District,02726,www.sbregional.org,$ Not Defined,MA,Operating,2500541,09/01,508-324-3104,508-324-3100,http://www.sbregional.org,508-324-3100,580 Whetstone Hill,"580 Whetstone HillSomerset, MA, 02726",,Somerset Berkley Regional School District,"09,10,11,12",508-324-3104,lyncht@sbregional.org,Thomas Lynch,$ Not Defined,No,$ Not Defined,Does Not Accept METCO Students,Marketing (190203),,,,
426,02740000,Somerville,06/28,Superintendent,Public School District,Local School,Title I District,02145,,$ Not Defined,MA,Operating,2510890,9/1,617-591-7902,617-625-6600,http://www.somerville.k12.ma.us,617-625-6600,42 Cross Street,"42 Cross StreetSomerville, MA, 02145",,Somerville,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",617-591-7902,tpierantozzi@k12.somerville.ma.us,Anthony Pierantozzi,Yes,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Technology (470604)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Drafting (151301)Early Education and Care (131210)Electricity (460302)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Information Support Services & Networking (110401)Machine Tool Technology (480501)Metal Fabrication & Joining Technologies (480599)Painting & Design Technologies (460408),,,,
427,02780000,South Hadley,06/21,Superintendent,Public School District,Local School,Title I District,01075,,$ Not Defined,MA,Operating,2510920,9/1,413-532-6284,413-538-5060,http://www.southhadleyschools.org,413-538-5060,116 Main Street,"116 Main StreetSouth Hadley, MA, 01075 2898",,South Hadley,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",413-532-6284,nyoung@shschools.com,Nicholas Young,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,Automotive Technology (470604)Building/Property Maintenance (460401)Business Technology (520407)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Design & Visual Communications (500401)Exploratory (990100)Fashion Technology (500407)Graphic Communications (100301)Health Assisting (510000)Horticulture (010601)Information Support Services & Networking (110401),,,,
428,08290000,Framingham,06/28,Superintendent,Public School District,Regional Vocational Tech,Title I District,01702,,$ Not Defined,MA,Operating,2511060,9/1,508-416-2342,508-416-2250,http://www.KeefeTech.org,508-416-2250,750 Winter Street,"750 Winter StreetFramingham, MA, 01702 5698",,South Middlesex Regional Vocational Technical,"09,10,11,12",508-416-2342,jevans@jpkeefehs.org,Jonathan Evans,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Technology (470604)Business Technology (520407)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Design & Visual Communications (500401)Early Education and Care (131210)Electricity (460302)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Horticulture (010601)Information Support Services & Networking (110401)Metal Fabrication & Joining Technologies (480599)Plumbing (460503),,,,
429,04880000,Norwell,06/20,Charter School Leader,Charter District,Independent Public including Charters,Title I District,02061,"A Core Knowledge School/college preparatory school with experiential ""Projects"" for Grades K-12. Small multigrade classes, Spanish taught at all levels, and dual enrollment college classes at the high school level are some of the special features of the program.",$ Not Defined,MA,Operating,2500040,9/1,781-982-4201,781-982-4202,http://www.sscps.org,781-982-4202,100 Longwater Circle,"100 Longwater CircleNorwell, MA, 02061",,South Shore Charter Public (District),"K,01,02,03,04,05,06,07,08,09,10,11,12",781-982-4201,asavage@sscps.org,Alicia Savage,$ Not Defined,Yes,,,,,,,
430,08730000,Hanover,06/25,Superintendent,Public School District,Regional Vocational Tech,Title I District,02339,,$ Not Defined,MA,Operating,2510930,9/1,781-982-0281,781-878-8822,http://www.ssvotech.org,781-878-8822,476 Webster Street,"476 Webster StreetHanover, MA, 02339 1215",,South Shore Regional Vocational Technical,"09,10,11,12",781-982-0281,thickey@ssvotech.org,Thomas Hickey,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Collision Repair & Refinishing (470603)Automotive Technology (470604)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Drafting (151301)Electricity (460302)Electronics (150303)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Heating - Ventilation  - Air Conditioning -  Refrigeration (470201)Information Support Services & Networking (110401)Machine Tool Technology (480501)Metal Fabrication & Joining Technologies (480599),,,,
431,02750000,Westhampton,06/28,Superintendent,Public School District,Local School,Title I District,01027,,$ Not Defined,MA,Operating,2510950,9/1,413-529-9497,413-527-7200,http://www.hr-k12.org,413-527-7200,19 Stage Rd,"19 Stage RdWesthampton, MA, 01027",,Southampton,"PK,K,01,02,03,04,05,06",413-529-9497,cjurgensen@hr-k12.org,Craig Jurgensen,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
432,02760000,Southborough,06/26,Superintendent,Public School District,Local School,Title I District,01772,,$ Not Defined,MA,Operating,2510980,9/1,508-486-5123,508-486-5115,http://www.nsboro.k12.ma.us,508-486-5115,53 Parkerville Road,"53 Parkerville RoadSouthborough, MA, 01772",,Southborough,"PK,K,01,02,03,04,05,06,07,08",508-486-5123,cgobron@nsboro.k12.ma.us,Charles Gobron,$ Not Defined,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
433,02770000,Southbridge,06/26,Superintendent,Public School District,Local School,Title I District,01550,,$ Not Defined,MA,Operating,2511010,9/1,508-764-8325,508-764-5414,http://www.southbridge.k12.ma.us,508-764-5414,25 Cole Avenue,"25 Cole AvenueSouthbridge, MA, 01550",,Southbridge,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",508-764-8325,bnembirkow@southbridge.k12.ma.us,Basan Nembirkow,$ Not Defined,Yes,Offers Choice,Does Not Accept METCO Students,,,,,
434,08720000,South Easton,06/19,Superintendent,Public School District,Regional Vocational Tech,Title I District,02375,"Southeastern Regional
School District",$ Not Defined,MA,Operating,2511020,9/1,508-230-1563,508-230-1200,http://www.sersd.org,508-230-1200,250 Foundry Street,"250 Foundry StreetSouth Easton, MA, 02375 1780",,Southeastern Regional Vocational Technical,"09,10,11,12",508-230-1563,llopes@sersd.org,Luis Lopes,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Collision Repair & Refinishing (470603)Automotive Technology (470604)Business Technology (520407)Cabinetmaking (480703)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Design & Visual Communications (500401)Early Education and Care (131210)Electricity (460302)Engineering Technology (150000)Environmental Science & Technology (150507)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Heating - Ventilation  - Air Conditioning -  Refrigeration (470201)Machine Tool Technology (480501)Marketing (190203)Medical Assisting (510801)Metal Fabrication & Joining Technologies (480599)Plumbing (460503),,,,
435,07650000,Sheffield,06/20,Superintendent,Public School District,Regional Academic,Title I District,01257,"First K-12 regional district in MA.  Serving 890 students in far SW corner of state.  Member CES; NEASC accreditation, K-12.  Participant MA school choice program.",$ Not Defined,MA,Operating,2511040,9/1,413-229-2913,413-229-8778,http://www.sbrsd.org,413-229-8778,PO BOX 339,"PO BOX 339Sheffield, MA, 01257 0339",,Southern Berkshire,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",413-229-2913,dhastings@sbrsd.org,David Hastings,$ Not Defined,No,Offers Choice,Does Not Accept METCO Students,,,,,
436,08760000,Charlton,06/25,Superintendent,Public School District,Regional Vocational Tech,Title I District,01507,"Auburn, Charlton, Dudley, Oxford, Rutland, Southbridge, Paxton, Spencer, North Brookfield, Webster",$ Not Defined,MA,Operating,2511050,9/1,508-248-4747,508-248-5971,http://www.baypath.tec.ma.us,508-248-5971,57 Old Muggett Hill Road,"57 Old Muggett Hill RoadCharlton, MA, 01507",,Southern Worcester County Regional Vocational Technical,"09,10,11,12",508-248-4747,JLaFleche@baypath.tec.ma.us,John LaFleche,$ Not Defined,Yes,Does Not Offer Choice,Does Not Accept METCO Students,Automotive Collision Repair & Refinishing (470603)Automotive Technology (470604)Building/Property Maintenance (460401)Business Technology (520407)Cabinetmaking (480703)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Drafting (151301)Electricity (460302)Electronics (150303)Exploratory (990100)Graphic Communications (100301)Health Assisting (510000)Heating - Ventilation  - Air Conditioning -  Refrigeration (470201)Machine Tool Technology (480501)Marketing (190203)Masonry & Tile Setting (460101)Metal Fabrication & Joining Technologies (480599)Plumbing (460503)Power Equipment Technology (470606)Programming & Web Development (110201),,,,
437,03530000,South Weymouth,,Superintendent,Public School District,Local School,Non-Title I District,02190,,No,MA,Non Operating,,,--,781-682-2187,http://www.ssttdc.com,781-682-2187,223 Shea Memorial Drive,"223 Shea Memorial Drivec/o South Shore Tri-Town Development CorporationSouth Weymouth, MA, 02190",c/o South Shore Tri-Town Development Corporation,Southfield (non-op),NA,--,Donovan@ssttdc.com,Kevin Donovan,No,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
438,02790000,Southwick,6/15,Superintendent,Public School District,Local School,Non-Title I District,01077,,,MA,Non Operating,2511070,9/1,413-569-1711,413-569-5391,,413-569-5391,86 Powder Mill Road,"86 Powder Mill RoadSouthwick, MA, 01077",,Southwick (non-op),NA,413-569-1711,superintendent@strsd.southwick.ma.us,John Barry,,No,Does Not Offer Choice,Does Not Accept METCO Students,,,,,
439,07660000,Southwick,06/21,Superintendent,Public School District,Regional Academic,Title I District,01077,"We are located in western Hampden County near Springfield, Massachusetts.  Our four schools serve approximately 2,000students.  They come from the three member towns - Southwick, Tolland and Granville - and more than 100 students are also enrolled through the School Choice and METCO programs.",$ Not Defined,MA,Operating,2500013,9/1,413-569-1711,413-569-5391,http://www.stgrsd.org,413-569-5391,86 Powder Mill Road,"86 Powder Mill RoadSouthwick, MA, 01077",,Southwick-Tolland-Granville Regional School District,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",413-569-1711,superintendent@stgrsd.org,John Barry,$ Not Defined,Yes,Offers Choice,Accepts METCO Students,Automotive Technology (470604)Building/Property Maintenance (460401)Business Technology (520407)Carpentry (460201)Cosmetology (120401)Culinary Arts (120500)Design & Visual Communications (500401)Exploratory (990100)Fashion Technology (500407)Graphic Communications (100301)Health Assisting (510000)Horticulture (010601)Information Support Services & Networking (110401),,,,
